,S&P 500,NASDAQ,Dow Jones,FTSE 100,Nikkei 225,DAX
2017-02-27,3435.4256701334784,2831.61011154642,1672.6784084010771,4497.6969511654015,2611.2176387328773,4035.9635838765907
2017-02-28,3408.7427837699547,2821.6693847255724,1689.8639204014069,4446.33271155473,2585.7360567764463,4019.3960337009653
2017-03-01,3357.1499531465233,2766.390054366639,1667.7517563288302,4424.13530918374,2551.1599647306775,3998.0966104617864
2017-03-02,3359.9236744341115,2738.6076270996145,1665.8769440274841,4423.732572148781,2564.3465717601935,3905.7005203090716
2017-03-03,3354.1193666484064,2792.7730842120927,1664.3406107193728,4494.688305010605,2565.331533789957,3935.643549819288
2017-03-06,3383.9506172358433,2758.8640962462305,1669.0651078736898,4468.0754240129345,2597.99563609831,4025.636302826227
2017-03-07,3416.387667161852,2765.9164330494436,1657.6536533584795,4444.46795150166,2590.5474664934045,4052.703957773805
2017-03-08,3421.909336621197,2795.6070679359477,1643.3813913828403,4468.652220097174,2623.624090743728,4047.1549401260304
2017-03-09,3393.885397852702,2762.365540652183,1649.9673110154702,4445.800918522248,2625.778829572725,4047.6047143517317
2017-03-10,3405.854190750615,2769.283243113748,1636.2679695176573,4455.503530738404,2641.3977863241034,4033.2248058801506
2017-03-13,3413.71376481043,2797.07266154201,1615.0881665638524,4389.296298925244,2686.0246169164407,4039.501060583401
2017-03-14,3435.3691441622323,2799.252333183483,1635.9749317319681,4489.361610816027,2683.2896975181434,4040.649065401057
2017-03-15,3407.558992490207,2881.373589155765,1645.0280519972423,4431.788828849553,2713.072832420679,4009.30307880008
2017-03-16,3396.135613757449,2835.171835396488,1675.1754751747726,4420.4161385685775,2698.1926557199045,4079.38669266386
2017-03-17,3415.641934196914,2867.0311869040697,1689.3970056839007,4421.853170439613,2706.085650697414,4021.3711144286385
2017-03-20,3460.460963889179,2863.935975426267,1669.068480029951,4509.296692354939,2668.746642507171,4052.865468151368
2017-03-21,3496.1250751478237,2887.8961077620097,1671.7567582866036,4452.472770523085,2657.014175170935,4051.3860798410406
2017-03-22,3501.2504647056394,2902.5046540681374,1655.8569954196344,4543.670600689506,2630.6170549370117,4131.011169109704
2017-03-23,3486.4402914563902,2883.0939262341103,1629.5750468462538,4581.000269892709,2664.424454916277,4147.752626526726
2017-03-24,3502.75925606382,2891.5484654412835,1623.334582294934,4603.050653276679,2712.465288911029,4135.489523457249
2017-03-27,3466.7757107467132,2839.6797986714155,1640.3086864033373,4560.677976126859,2704.5827853739233,4127.896426342698
2017-03-28,3440.669053978518,2858.6260284052387,1645.8670560985445,4589.642373619628,2685.404867593735,4132.183460752391
2017-03-29,3494.8103453041667,2868.972992663603,1624.0248080014867,4559.364996990284,2651.8333562889156,4087.5974777850774
2017-03-30,3511.084985001131,2889.121958844104,1617.2250833914975,4620.018547334903,2660.536331090684,4058.8525191348735
2017-03-31,3501.112335991103,2921.526691728419,1615.9414415835672,4578.088711925297,2646.201550846852,3988.981382491088
2017-04-03,3532.3590408756095,2934.1173181525796,1589.6699216292488,4575.808007864577,2633.357532383523,3954.690653503669
2017-04-04,3580.0516198679456,2940.316425142499,1602.011477800813,4553.291107228572,2677.9343746597615,3960.903226826748
2017-04-05,3566.3899932341687,2916.2636088917016,1599.3569183779625,4511.196405196899,2671.685005782888,3975.2895611460344
2017-04-06,3553.3894656897783,2897.32708821871,1578.122001187359,4547.475388485877,2689.0383603444066,3899.105092467105
2017-04-07,3535.980631775519,2933.527987012785,1556.2736952304365,4574.677595009336,2692.1491728315714,3896.2007329055823
2017-04-10,3572.2745939317992,2977.498745554553,1574.3767720553444,4632.848209887118,2657.349452570838,3920.5901005566416
2017-04-11,3609.282271526253,2972.2673303346132,1569.3639420230115,4553.280756495638,2609.983042162006,3916.649904555343
2017-04-12,3661.550408557418,2975.4850527343306,1589.02191180038,4604.570100761742,2624.33214135568,3894.2649493586987
2017-04-13,3700.754670702943,2950.416109733278,1614.990560789804,4722.7946068701185,2670.6833243709475,3880.6325705962827
2017-04-14,3642.642546859661,2986.8448167390357,1632.5033358134178,4704.389844659076,2680.7498764075613,3862.051211806173
2017-04-17,3655.127573990216,3008.565120241668,1624.803639677173,4796.451494571715,2699.136396919645,3839.846408058782
2017-04-18,3618.694645826763,3068.8218866575694,1585.2197856325965,4786.784821274183,2676.3804354078147,3848.887202739958
2017-04-19,3602.358030526779,3043.753932483732,1591.1558023875987,4724.032663407109,2705.1878759748547,3940.0731945920634
2017-04-20,3610.71183237975,3034.114243661265,1625.411482556092,4712.490505744129,2733.9658920385205,3913.18629412275
2017-04-21,3643.0894069704536,3042.9917412542754,1625.8300817648462,4764.768400220339,2716.6037059241417,3903.1294396082053
2017-04-24,3612.856835913725,3064.520058092653,1594.4705349372741,4727.736908756103,2733.076954775912,3903.4918295135085
2017-04-25,3531.065419990699,3059.7747532044446,1584.6795698064711,4702.229935388994,2686.46168153839,3879.035149850334
2017-04-26,3539.581992209145,3034.9201398897058,1582.729237420259,4732.991851397842,2707.538880775371,3923.9890878568876
2017-04-27,3635.2946991752933,3063.506174986889,1566.3085471463014,4735.999980928012,2693.6784183612476,3833.329680613542
2017-04-28,3630.1139402036024,3087.4465204747466,1527.0941250668411,4766.545116274015,2662.2486948972028,3815.2852120600983
2017-05-01,3634.0012597886653,3061.014761048911,1526.5187026749638,4780.749393949926,2674.5698442111116,3848.80186823567
2017-05-02,3700.945720782864,3104.341852604821,1515.4534202104303,4806.547806897141,2628.788586697064,3839.7922665346728
2017-05-03,3725.006156492721,3142.5264980914903,1543.2246029972123,4788.6453423763605,2639.3630159721383,3810.5715356456863
2017-05-04,3735.307184863153,3148.6221408838787,1545.7047141382307,4802.599795969308,2611.05313042271,3829.640890613525
2017-05-05,3754.0445042343904,3153.0021408049042,1553.8828754705253,4760.91983795817,2577.454999009203,3866.6296241284454
2017-05-08,3765.666592759919,3172.342728373703,1552.954560711154,4825.086475215505,2580.5272606137114,3877.068749685682
2017-05-09,3724.9756854963143,3146.883881232523,1555.3292030668597,4797.337559135608,2577.6016316328232,3848.2992554944076
2017-05-10,3677.2053208739344,3149.685941225317,1530.5483233329346,4854.3231352770135,2616.6729259817243,3868.1262401062063
2017-05-11,3748.7516549407483,3083.745999643394,1515.5287011017087,4845.8395442629835,2584.593617194288,3854.850600196726
2017-05-12,3757.844576301472,3112.58306267071,1532.9162103093652,4858.47140294445,2621.649705784035,3885.8382862201374
2017-05-15,3763.8046010348403,3065.8013609923555,1537.023946595984,4837.266226590372,2593.358491989732,3945.7488064134627
2017-05-16,3762.604327611971,3113.681746600109,1531.795465283821,4790.941775822104,2618.7158374025475,3845.2411544100905
2017-05-17,3794.1816665046395,3105.214032694269,1540.1336334312884,4710.13813008219,2649.2045195071796,3851.74867734514
2017-05-18,3892.704780604621,3100.4422919419003,1548.8178345270835,4663.1627056318575,2659.25711439286,3787.126518036251
2017-05-19,3915.35178021139,3082.7726848328116,1580.5488143613577,4650.754917445415,2639.761409364525,3881.790156468982
2017-05-22,3894.5835861509017,3075.6705350274724,1584.037454389396,4663.290384045892,2601.0810518889034,3865.8566677370122
2017-05-23,3891.6270037893173,3121.0679539423827,1568.117530202587,4713.088026833475,2551.809011190124,3896.932699178569
2017-05-24,3935.536630378676,3045.210557487357,1567.2020209335499,4694.7803346606715,2600.538477083791,3897.7899046856855
2017-05-25,3914.8491236829504,3085.836921069196,1577.619324379978,4656.056881796403,2594.3046379071634,3868.7146103840196
2017-05-26,3950.4435282253507,3098.0257369549895,1594.2257832471773,4591.535757795612,2567.1241392240718,3835.2469675150537
2017-05-29,3861.0077844052553,3062.3914359773366,1569.3839778131435,4616.185837817394,2539.2357992716875,3898.239928989108
2017-05-30,3854.3182913275114,3031.1951448483164,1574.2542250817712,4682.650438201004,2544.9359842293497,3937.711944756974
2017-05-31,3880.7044834166636,3083.7209309063983,1561.017782851584,4744.591509707067,2536.3238105252212,4016.4674380326296
2017-06-01,3932.178099553987,3056.299446199372,1553.0509926094808,4780.944852694458,2489.0716067585336,4020.9548984657335
2017-06-02,3902.2001173522954,3022.7641303554615,1567.0585471693867,4814.155281260124,2511.9869678241835,4034.7877004904412
2017-06-05,3845.741437687507,3058.832879994179,1579.6290413251909,4898.573735363918,2521.8064839188137,4026.2634533360033
2017-06-06,3837.8581190058367,3070.8938511680603,1569.7973423107687,4917.571793568298,2569.611307709151,4016.9492845339846
2017-06-07,3796.7988545627413,3043.797666075794,1568.191888071006,4952.0784078212155,2600.353161852697,3977.329457186253
2017-06-08,3793.243424982896,3052.0773685849313,1560.653778631499,4938.936086104038,2521.230829963224,3982.8740149746804
2017-06-09,3795.0855460951548,3022.455858669946,1606.644991714759,4874.39275077278,2558.348154443429,3953.6385279794877
2017-06-12,3747.1116431923365,3057.3912313144574,1612.0015018222057,4843.742090299085,2590.648075734001,3973.286055521528
2017-06-13,3779.310579798528,3091.518811267768,1599.3534070237174,4845.95577819638,2572.9925061084923,3982.220834566994
2017-06-14,3775.4356044417677,3109.6564063876276,1621.3741006292144,4851.551305929286,2563.2693439446116,3995.8545514340935
2017-06-15,3818.2854254452723,3122.597702459263,1644.2673375112552,4947.650330429211,2575.220045609635,4064.9681984061776
2017-06-16,3749.9159416983507,3179.2888577182302,1674.620433676694,4954.35942638298,2550.500752602545,4065.6432490627067
2017-06-19,3713.8024752633964,3181.000305125664,1710.4931226186109,5015.446096257371,2545.690914822233,4098.610404250186
2017-06-20,3734.9946960917405,3145.12150362421,1723.521599910059,4996.33160337111,2572.5225523009462,4184.90558838094
2017-06-21,3707.1567968579734,3160.949583747593,1718.4188123896006,4983.446481158112,2587.2248310024015,4241.8370984519615
2017-06-22,3703.0443618160316,3228.5828537666916,1715.858137582614,4919.887390488853,2571.3604488913084,4293.02644480721
2017-06-23,3705.04849250782,3197.545277776641,1711.7631862738924,4885.993992687033,2599.0329826907905,4282.153661169464
2017-06-26,3712.884534441533,3187.68972671587,1705.7631993916143,4914.343592525796,2608.2890649427636,4294.267163638441
2017-06-27,3689.697275941049,3202.656067587848,1727.8186337377128,4917.322591884343,2616.681593169287,4239.935321941973
2017-06-28,3697.156455516713,3202.62311099786,1728.7446877946998,4966.2899998038265,2604.5910443893613,4263.330869986654
2017-06-29,3670.172731373706,3172.851186254176,1746.4490183321416,4977.908481449253,2605.7931780428626,4277.278490464123
2017-06-30,3696.8471865649867,3210.1121217148557,1759.1810904893853,4962.977542877471,2586.9902496319874,4280.524724199386
2017-07-03,3694.5359945564846,3286.267756587008,1740.7742709559836,5072.193966291737,2538.142040408954,4326.733882652893
2017-07-04,3702.190287198434,3294.426690617107,1711.7897776205018,5070.075743767943,2532.3639584727507,4276.7327302398835
2017-07-05,3799.2574432532656,3266.354533058613,1691.5101145645385,5131.675070337066,2530.586377965499,4348.873538336027
2017-07-06,3759.1626842376795,3217.451080314583,1685.1680786482686,5113.74313940176,2535.3707494861233,4390.341686323804
2017-07-07,3813.3010233905584,3227.4111463861304,1688.30107554458,5152.668306206392,2567.411306847756,4389.505497845626
2017-07-10,3713.852079781264,3264.6967741519247,1678.2236417092522,5203.134471016531,2551.98418346492,4385.233316344489
2017-07-11,3638.5663533563807,3281.8816264351244,1690.8821760529445,5216.647456385072,2543.906249644067,4408.555206217477
2017-07-12,3595.2816156756244,3283.477492351827,1682.82250499426,5096.484458646627,2564.6952548198237,4477.852475486362
2017-07-13,3554.77413437969,3265.798336620395,1688.0022543183343,5100.005941317776,2546.699345627189,4484.679031764611
2017-07-14,3563.8160134071563,3231.7848287372326,1690.84212621558,5165.342984376291,2551.9049641141482,4493.410157090299
2017-07-17,3575.944105860381,3260.3932677287953,1721.0220146158783,5195.196111946133,2542.77393405001,4496.492105455552
2017-07-18,3568.62990000327,3291.8252107943945,1705.1032698400502,5220.970570256932,2537.857677221961,4578.8816102590945
2017-07-19,3565.068985931996,3242.591500811886,1743.6132534660012,5133.667444954536,2558.369634474931,4564.284642863584
2017-07-20,3585.6633437279875,3295.761729068953,1734.120256657057,5099.243680797273,2550.0921024426393,4565.215679685511
2017-07-21,3617.322641775646,3316.3203123144212,1711.7442163901792,5122.755014938474,2571.5246397879964,4634.294375477413
2017-07-24,3571.1290459967904,3364.377872721754,1708.8789853408439,5146.315161124878,2522.5909751900153,4643.402580045209
2017-07-25,3559.967414749618,3320.8835769354423,1765.0921875769386,5211.364886521765,2487.772267712971,4698.491812764719
2017-07-26,3559.239745396276,3277.1583440587106,1781.7609189708485,5206.3767103382015,2431.323456013837,4657.984678449405
2017-07-27,3578.2558935037746,3273.8808663360355,1793.3766401018881,5230.05446041822,2404.170166922995,4650.702713243674
2017-07-28,3552.352977118053,3291.9380790171826,1808.5119531676273,5233.461504334826,2449.984345822685,4722.007443567709
2017-07-31,3550.909215226639,3352.6723478389354,1795.4723161385944,5184.352587102901,2450.744890936925,4692.364524733255
2017-08-01,3553.692117021104,3377.967147845961,1802.1951438784504,5069.913009854266,2434.2534644483894,4687.535558592073
2017-08-02,3530.370181205249,3371.397523103381,1803.1088389974318,5094.208357627883,2454.482196811663,4701.82700802744
2017-08-03,3506.352722358704,3338.4129839136845,1836.5938678413054,5105.515076872787,2478.340163328846,4657.575796228604
2017-08-04,3511.49160507441,3381.0716924420253,1835.4758543999696,5076.395178699837,2449.268381022812,4640.529222976406
2017-08-07,3508.5867653856167,3350.0644218435764,1829.4067578613303,4996.617002862736,2511.6223809004227,4647.966043065381
2017-08-08,3527.8105390274604,3406.208067677012,1808.9655072664002,5030.452517164523,2519.7540041564753,4652.340275402189
2017-08-09,3492.3199725633835,3398.130300027907,1812.3528086523236,5019.451731625369,2531.0825219973663,4714.104199587538
2017-08-10,3481.715953442004,3453.7789433883395,1818.5147196692956,5049.765104329918,2544.858607661686,4788.987767254469
2017-08-11,3475.3664861387592,3478.8458253619447,1797.5156360615435,5146.260992378699,2558.6514330689647,4750.233609061391
2017-08-14,3505.272722929404,3475.703070118304,1806.4999800257908,5038.458433967212,2543.943871304087,4757.7354149232815
2017-08-15,3473.937297627532,3459.2652978562687,1811.5517156457233,5005.55033878405,2598.8671598008386,4792.024934921043
2017-08-16,3483.6963009350256,3449.072941219488,1830.7489880763674,4997.385931709268,2592.657948591285,4866.905883159633
2017-08-17,3494.1066186462035,3465.4350273850537,1853.7879071538518,5072.3917133362565,2618.677654463909,4904.116515206309
2017-08-18,3553.236572182161,3469.6987597595557,1856.3861538486199,4991.714129952173,2607.442083751167,4920.633231324693
2017-08-21,3519.07558558782,3450.6804098169905,1837.9953017536725,5090.627221673125,2591.6258112750984,4955.679315013995
2017-08-22,3497.547854309146,3446.534692601083,1823.5646089486258,5099.858834366954,2642.093940217554,4991.323445977321
2017-08-23,3466.347568007521,3450.803948568804,1856.5241096486616,5097.272863171975,2640.4273840872097,4947.278992073957
2017-08-24,3410.030479850209,3378.9017600509956,1860.4337197327525,5089.475996692156,2640.7175943534103,4959.048421728038
2017-08-25,3471.738023414732,3395.9000142747323,1893.755130493796,5069.557784848119,2649.3928660516567,5033.635647494844
2017-08-28,3430.1884304659507,3364.1478342247083,1904.04410816429,5124.959069249629,2719.508426522623,5025.448403533117
2017-08-29,3403.714379963112,3326.845395950565,1919.243049597123,5072.478916807351,2779.698511594622,5034.190484814722
2017-08-30,3450.007598223912,3272.1842797636373,1938.1099095323145,5092.247740651438,2816.6155625595575,5024.212540380082
2017-08-31,3391.047275490756,3214.928366599342,1915.2591505414227,5074.930751873752,2898.233717005768,4910.175800475073
2017-09-01,3418.1848208141946,3172.763657119978,1921.9792110112392,5038.481853969813,2872.130544443772,4913.34330288215
2017-09-04,3371.37951345441,3151.6552727520007,1899.0446644195372,5170.978635903551,2892.2241229377446,4930.319556198486
2017-09-05,3414.877673222397,3214.5869840745777,1894.4605860237953,5194.8982606703685,2895.6758947486833,4907.1978514068915
2017-09-06,3342.2585280189696,3199.0748703622608,1907.40913788845,5229.0075136172445,2845.7034228182897,4852.663615156321
2017-09-07,3285.0944863699506,3206.140916967972,1888.674447383243,5290.757097985238,2860.109074648094,4812.023588416077
2017-09-08,3268.603546769718,3220.357290983166,1900.0493047367504,5217.828214085548,2847.2987290483607,4850.862248656225
2017-09-11,3301.765279282537,3225.9541438288993,1872.3914621823326,5311.489417285816,2892.178753529888,4948.619522168537
2017-09-12,3302.1474198109063,3224.827918548133,1894.5952519005848,5180.485508950999,2881.984118743698,5019.135638945243
2017-09-13,3292.459514700386,3187.6469213126347,1882.808897577938,5142.852736807728,2870.180697295658,4953.785845423985
2017-09-14,3338.1647176943898,3235.2404493899,1864.2635406096422,5121.412299541261,2915.3918625857364,4998.209476563919
2017-09-15,3411.5100075823448,3295.064289420137,1838.2864939385659,5153.352392217071,2914.7061788052793,4967.159208026468
2017-09-18,3435.867924274977,3240.9947972676428,1828.4035187139236,5166.77446450679,2949.8170981018657,4940.310117663878
2017-09-19,3415.8945598047217,3209.152236644705,1794.2841078396707,5160.301551688899,2963.560136993177,4919.53905671006
2017-09-20,3403.023201245002,3201.4992060379404,1785.1859400287321,5161.815473106847,2977.758750798383,4956.307797012934
2017-09-21,3360.576872340864,3171.936473615706,1805.5481644583092,5113.455043312459,2971.716510533139,5005.890125238215
2017-09-22,3365.340560197152,3189.283801115385,1802.879980723455,5038.98791361237,2987.8572315737415,5003.031941868382
2017-09-25,3311.8700484213878,3167.3562605074585,1782.385120668443,5077.649333963999,2985.145521386098,5001.013887961779
2017-09-26,3331.489469030755,3237.215136565413,1787.1404656291522,5114.931441631156,2962.360799712516,5026.258863150966
2017-09-27,3399.648630067245,3277.0614055891087,1790.3256552268158,5198.040222221318,2960.467204844011,5056.834954774747
2017-09-28,3425.4085497149854,3285.3427184448037,1826.0738285023097,5159.060863220046,2999.781090581659,5118.344127233101
2017-09-29,3410.7060952310812,3320.3945799688636,1841.2421325569348,5196.863643629314,3017.0580118191333,5054.64931342899
2017-10-02,3430.033412948286,3358.4339893397123,1847.6004367135295,5184.184441335015,3041.440954230735,5057.669774758428
2017-10-03,3486.974047143064,3340.821679541681,1865.052754605017,5247.950022326518,3042.687779375035,5005.651783060242
2017-10-04,3543.1080554718105,3314.8671098035156,1863.2799170460241,5303.645897679159,2984.923425546151,5005.070284690204
2017-10-05,3508.930018269198,3318.754342055866,1862.603739567316,5316.922670660429,2949.6325280607525,4995.708213551603
2017-10-06,3528.2016894947146,3348.6416371629552,1894.2281769216768,5300.939540590015,2942.2559673289247,4995.317151576716
2017-10-09,3523.989644829803,3354.5948419676765,1863.9800099134227,5353.930460760271,2909.998748468085,4957.301609443779
2017-10-10,3553.7712405243537,3302.985086776783,1882.740268945145,5390.627449547325,2895.8607925839688,4885.481569734887
2017-10-11,3568.765610898497,3277.73343578605,1881.3757148517263,5355.797206772819,2880.737445798523,4785.030055913474
2017-10-12,3485.5559296971633,3276.558006377633,1876.6087301994053,5286.724194310956,2866.5556640828368,4780.576708157893
2017-10-13,3474.7470800941255,3275.3208909949353,1866.9444413926533,5273.474402594126,2908.839622010892,4761.784640925761
2017-10-16,3482.95667427182,3341.1629743225953,1870.517402803008,5355.377786278631,2908.395380318271,4731.393430563159
2017-10-17,3434.3045811395536,3296.107898533941,1870.4046788374676,5418.784938355784,2936.670022863326,4795.742821538877
2017-10-18,3455.539640689333,3314.002112215967,1863.3457260877922,5360.531509282697,2942.5799214876724,4756.315186282357
2017-10-19,3404.158580070233,3364.5807365561946,1850.94402226798,5299.92208381584,2985.3309961108066,4825.468715515523
2017-10-20,3378.234354101666,3442.2468009418176,1816.3602959048535,5369.4346491572305,3016.912002912169,4905.60706052163
2017-10-23,3424.7864798899495,3429.5893953068703,1803.8798301143697,5310.427453520075,3000.173387096799,4811.703404419962
2017-10-24,3395.768549279482,3447.6947317149597,1795.2968070123961,5339.410780999952,3060.1203192915473,4817.9041299794435
2017-10-25,3416.4912042691626,3468.5892350919944,1798.663229956203,5308.453473193939,3047.3216711123764,4800.395186321496
2017-10-26,3357.8131321774795,3476.621109332984,1834.6214651562614,5396.208762533734,3054.515763551717,4662.349001853014
2017-10-27,3428.9043903328584,3474.4318593500625,1823.9791633211996,5356.570899131282,3067.127902237189,4596.667382835896
2017-10-30,3419.6846455706636,3490.818875389416,1805.9571488681913,5419.726587280944,3083.2007347958356,4633.928273659384
2017-10-31,3424.157155038112,3403.6608182821724,1793.6941633157749,5431.667601915816,3108.8420589623142,4729.140005501329
2017-11-01,3431.495087614105,3428.076354117501,1797.0771945174686,5447.281310669411,3086.411071083744,4773.496514924036
2017-11-02,3453.546722083424,3433.6036378294443,1808.2854442096457,5341.862757623303,3109.4786940548925,4790.61858352913
2017-11-03,3402.2848103173933,3427.1614595747674,1822.0862537897863,5226.047970861978,3128.6330506359154,4791.266324344107
2017-11-06,3403.2821031451153,3498.4982061304795,1837.7991405603743,5216.331857923866,3129.731856271744,4873.547307711339
2017-11-07,3382.034579750619,3476.090686305871,1856.2446698057008,5231.008028796295,3124.871408952915,4979.921422843251
2017-11-08,3326.051168472812,3463.2696022688715,1851.7034796788719,5173.9399213251845,3100.689218141982,4952.4022284747925
2017-11-09,3360.015378703878,3533.4211854193036,1890.3517747624503,5119.372527616292,3116.6387337060382,4855.040398465945
2017-11-10,3349.3190119028027,3505.2163181205333,1884.2849113352372,5149.848296662388,3097.1086496472767,4754.81501891011
2017-11-13,3358.568014508016,3487.112228335188,1886.978796512255,5180.566102500753,3105.5174888493125,4819.266837541255
2017-11-14,3365.730692982166,3483.1506946060626,1912.061414963702,5175.161703119761,3103.4085755238857,4818.609580437759
2017-11-15,3355.5784100913957,3513.59168796654,1923.5269092975177,5217.257357389822,3063.0349275464214,4829.039815863182
2017-11-16,3422.9596924946,3522.0528713894055,1881.0585837237227,5157.718440921214,3035.4545009031326,4744.162653357845
2017-11-17,3422.4647566243752,3477.6813452426236,1881.7816849720957,5141.052327998942,3048.7370795740785,4709.986485730688
2017-11-20,3370.2601191480626,3460.307950655815,1898.6154451167918,5227.446573105585,3033.7458942422986,4697.604845946444
2017-11-21,3357.8580238814047,3440.4125860106033,1873.7231686438638,5232.711510791029,3017.787629338027,4708.890064175231
2017-11-22,3375.719393470047,3438.863327463433,1888.392222345499,5241.005482816583,2995.704740766229,4691.636588400533
2017-11-23,3394.778020768863,3454.6074161206525,1896.3638540147817,5363.536585323955,2974.7939156413345,4644.46961491173
2017-11-24,3358.9291106823684,3470.1526345825,1919.41794602998,5290.186852782372,3024.605229113881,4609.506621078594
2017-11-27,3391.210318538279,3409.6179829974576,1906.7429296831556,5333.989832597343,2991.6864812232225,4666.659770024383
2017-11-28,3332.4915718511425,3446.963858989233,1926.330177394038,5424.419894714059,3036.6895815881044,4679.5469057778255
2017-11-29,3371.6582967394775,3456.7440049088077,1930.0050680587126,5408.48866715314,3027.592634972647,4709.651373825154
2017-11-30,3328.218190918862,3505.6738710089107,1964.687418696761,5456.656058789419,3008.736893128761,4668.775563197589
2017-12-01,3321.711769031684,3522.3241005354053,2020.0287831885428,5404.748694401717,3021.2103982346594,4532.303942631133
2017-12-04,3358.088360870602,3562.1922346516494,2051.720562361317,5369.283531714191,3023.7357660465696,4509.979755865112
2017-12-05,3363.1237276911925,3579.8923069691027,2062.201990809486,5391.582604678879,3018.6813437405895,4472.266006072161
2017-12-06,3391.6038313656636,3629.1645873842685,2110.687253405945,5436.262811601621,3026.2286496226825,4489.222539930064
2017-12-07,3413.6015318600735,3649.204164377051,2124.0565353331685,5498.826989096955,3028.2601297778137,4638.069654477649
2017-12-08,3458.5243265456943,3646.7157807449375,2105.4026411642208,5586.772702429072,3022.631434029109,4671.690627265774
2017-12-11,3496.28207134832,3730.6615292563997,2105.197296199622,5584.653835570297,3051.805704770953,4800.885307816022
2017-12-12,3481.442813579862,3764.922125835862,2121.849129864274,5652.950042423692,3008.5414132330775,4829.598651675834
2017-12-13,3504.4917368697716,3787.619097486202,2139.992285524057,5635.245252597959,2981.899107400292,4800.58353490305
2017-12-14,3452.0067870428547,3740.372316476286,2116.5302444554773,5687.709114835889,2959.2572108500085,4818.673091685376
2017-12-15,3450.998580372491,3693.258246285255,2093.9927156142667,5701.142762116514,2928.799406746729,4905.859132324232
2017-12-18,3480.2277759163444,3705.1213114025004,2087.4423572489645,5728.17593228765,2932.150532631816,4997.012730931871
2017-12-19,3485.870460968421,3711.561147684031,2099.191139736245,5754.055586541203,2947.7996374370846,4969.676597156034
2017-12-20,3502.4186653802144,3689.809914846562,2113.689100858582,5663.335854852416,2890.7759884737884,4983.654620840643
2017-12-21,3495.925354080773,3696.040528324195,2117.26509158654,5601.2518444145635,2877.8780467284964,4913.814204931833
2017-12-22,3536.3641745368086,3755.7795952102565,2100.183914868179,5608.545432337402,2869.417330256376,4955.696644204648
2017-12-25,3534.491709998377,3782.928976170554,2137.239766858134,5515.454112883845,2862.003070274567,5034.037367787678
2017-12-26,3519.0039770873036,3740.7967282448394,2114.9099651468523,5562.80279058808,2826.0040459772295,5037.413255153145
2017-12-27,3551.1526858946513,3737.6375452536313,2143.0255238553673,5612.790840199297,2817.914208431178,5005.157319344356
2017-12-28,3502.2068544090453,3708.5544329256586,2159.434132957121,5632.6613655769825,2792.996203265778,5024.526406982134
2017-12-29,3520.687299470079,3695.164576177117,2187.657482695461,5571.012598999074,2784.4013034203995,5046.840614444852
2018-01-01,3484.915597278981,3680.857861791738,2178.513258833595,5649.3733848730735,2737.256216049672,5052.270285909794
2018-01-02,3530.364600786865,3664.2421480069625,2175.977091492435,5765.945238226522,2729.0082452080974,5062.625013661842
2018-01-03,3522.068413065016,3619.2048257781935,2177.741256218025,5775.926600889555,2710.0961756838847,5055.143324276758
2018-01-04,3527.73232251164,3615.5194843308163,2167.9289974443705,5806.906515604813,2703.682631560384,5106.795880457292
2018-01-05,3543.19059957677,3596.1769971999433,2173.367921220516,5820.109172913684,2712.507866445604,5145.702008753375
2018-01-08,3475.7188057474063,3491.742914754552,2208.239772301731,5852.456596057107,2711.9838905825645,5096.422386645059
2018-01-09,3453.9826569225575,3564.307811063494,2180.1593463601703,5846.9350817035,2734.1844270912875,5046.2034080990725
2018-01-10,3490.890360780289,3604.0063133283843,2166.3763215774075,5846.37639745333,2725.0042022539665,5034.629166423108
2018-01-11,3522.0489919804877,3591.338375158707,2150.3247599134743,5900.778234835056,2742.5447692396856,5072.9750089044755
2018-01-12,3532.8839649685647,3592.8977164678654,2148.823450303696,6040.639933101393,2774.072722751609,5081.733899406223
2018-01-15,3486.0708750540084,3551.677907513617,2146.435463009336,5957.54036236937,2782.3437865757733,5050.290460948818
2018-01-16,3507.325297825266,3612.7637512701554,2163.5319670414165,5952.796951638355,2782.4382295331975,5064.7196859336955
2018-01-17,3533.187886839165,3682.1749470061773,2164.7805698402,5883.954505553541,2794.635055820044,5049.1799962451805
2018-01-18,3535.689438483632,3688.820464955077,2171.852206779154,5979.027985624567,2803.9375002475977,5094.8382562387205
2018-01-19,3579.7706998309545,3727.446517203184,2181.018044277177,5945.2968560070285,2832.6729124762564,5113.008435998943
2018-01-22,3556.1422478350155,3734.851599130299,2186.880205274862,5860.884109964405,2855.82084551404,5098.083497923613
2018-01-23,3538.8350637419817,3685.7923772347117,2202.7675923918723,5899.645672463097,2879.4956157937518,5111.067914014318
2018-01-24,3451.721624504815,3671.460045348345,2200.5790658651954,6003.9089897795075,2881.42475828697,5179.454920116046
2018-01-25,3484.2573481097384,3677.1395933616463,2237.3097004517676,6045.117685850908,2891.9129484720056,5151.130371183608
2018-01-26,3495.9792724018394,3661.2549257205383,2294.67842022599,6058.861940629864,2901.8926401684753,5173.034025698787
2018-01-29,3437.964893603775,3654.0681391162398,2311.3972467922504,6085.006003494998,2867.504657822744,5170.545793816483
2018-01-30,3378.266639133925,3651.5379815185674,2317.179172553435,6172.44741858865,2898.791237361548,5193.768836432863
